사고번호,사고일시,요일,시군구,도로명주소,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,좌표,좌표계
2021010200100053,2021년 1월 2일 10시,토요일,서울특별시 마포구 구수동,,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,28세,상해없음,이륜,남,49세,중상,"[194066.02579262, 449747.90669503]",EPSG:5181
2021011000100182,2021년 1월 10일 16시,일요일,서울특별시 서초구 반포동,,경상사고,0,0,1,0,차대차 - 측면충돌,불법유턴,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,24세,경상,승용,남,43세,상해없음,"[201601.91336089, 445614.34964187]",EPSG:5181
2021011400100148,2021년 1월 14일 10시,목요일,서울특별시 서초구 서초동,,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,24세,부상신고,승용,여,39세,상해없음,"[200524.55963108, 442588.44509583]",EPSG:5181
2021011500100555,2021년 1월 15일 21시,금요일,서울특별시 송파구 송파동,,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,26세,상해없음,보행자,여,30세,경상,"[209569.1932179, 445214.50896024]",EPSG:5181
2021011700100198,2021년 1월 17일 18시,일요일,서울특별시 강남구 논현동,,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,34세,상해없음,보행자,여,48세,경상,"[202131.5358183, 446477.50152318]",EPSG:5181
2021011700100276,2021년 1월 17일 21시,일요일,서울특별시 마포구 서교동,,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,20세,상해없음,보행자,여,19세,경상,"[193126.75661391, 450483.19461556]",EPSG:5181
2021011800100231,2021년 1월 18일 16시,월요일,서울특별시 중랑구 면목동,,경상사고,0,0,1,0,차대사람 - 기타,신호위반,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,49세,상해없음,보행자,여,86세,경상,"[207440.09823175, 454101.73982436]",EPSG:5181
2021012100100066,2021년 1월 21일 08시,목요일,서울특별시 양천구 목동,,경상사고,0,0,1,0,차대사람 - 기타,기타,-,맑음,기타 - 기타,개인형이동수단(PM),여,21세,상해없음,보행자,여,42세,경상,"[188999.70180203, 447188.00453673]",EPSG:5181
2021012100100094,2021년 1월 21일 09시,목요일,서울특별시 강남구 역삼동,,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,30세,상해없음,보행자,여,35세,경상,"[202594.98539429, 444356.13021042]",EPSG:5181
2021012300100010,2021년 1월 23일 01시,토요일,서울특별시 서대문구 북가좌동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,교차로운행방법위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,27세,상해없음,승용,남,69세,상해없음,"[192026.70791769, 453609.53813695]",EPSG:5181
2021012400100234,2021년 1월 24일 18시,일요일,서울특별시 강남구 논현동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,31세,경상,승용,남,25세,상해없음,"[202349.81686639, 445311.20325704]",EPSG:5181
2021012400100324,2021년 1월 24일 21시,일요일,서울특별시 강남구 역삼동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,19세,상해없음,이륜,여,52세,경상,"[203118.59351414, 443903.73274478]",EPSG:5181
2021012500100460,2021년 1월 25일 19시,월요일,서울특별시 서초구 서초동,,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,40세,기타불명,보행자,여,29세,경상,"[202489.37057253, 444087.4638423]",EPSG:5181
2021012600100293,2021년 1월 26일 15시,화요일,서울특별시 강동구 명일동,,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,22세,상해없음,이륜,남,34세,경상,"[212799.86349931, 449661.46416866]",EPSG:5181
2021012700100486,2021년 1월 27일 21시,수요일,서울특별시 강서구 방화동,,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,30세,상해없음,자전거,남,38세,경상,"[184094.80107235, 453969.47014405]",EPSG:5181
2021012900100077,2021년 1월 29일 08시,금요일,서울특별시 송파구 가락동,,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,31세,경상,승용,남,42세,상해없음,"[211079.92348803, 443872.99327353]",EPSG:5181
2021012900100116,2021년 1월 29일 09시,금요일,서울특별시 마포구 동교동,,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,29세,상해없음,보행자,여,27세,경상,"[193156.76708527, 451047.57015874]",EPSG:5181
2021012900100298,2021년 1월 29일 15시,금요일,서울특별시 마포구 합정동,,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,21세,상해없음,보행자,여,26세,경상,"[192662.24611444, 449793.46119684]",EPSG:5181
2021013000100405,2021년 1월 30일 19시,토요일,서울특별시 송파구 가락동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,31세,경상,기타불명,기타불명,미분류,기타불명,"[210980.23148626, 443807.4375859]",EPSG:5181
2021013100100256,2021년 1월 31일 18시,일요일,서울특별시 성동구 사근동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,23세,경상,승용,남,58세,상해없음,"[204034.84601629, 451263.50110506]",EPSG:5181
2021020100100284,2021년 2월 1일 17시,월요일,서울특별시 송파구 송파동,,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,20세,상해없음,보행자,여,58세,부상신고,"[209548.20665913, 445210.39584982]",EPSG:5181
2021020200100281,2021년 2월 2일 16시,화요일,서울특별시 마포구 서교동,,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,31세,기타불명,보행자,여,18세,부상신고,"[193045.24896177, 450196.65161377]",EPSG:5181
2021020200100378,2021년 2월 2일 19시,화요일,서울특별시 강남구 역삼동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,27세,상해없음,이륜,남,28세,경상,"[203115.57331755, 445037.16264239]",EPSG:5181
2021020600100299,2021년 2월 6일 17시,토요일,서울특별시 서대문구 연희동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,-,흐림,교차로 - 교차로안,개인형이동수단(PM),남,32세,부상신고,승용,남,46세,상해없음,"[193518.38718914, 452837.17872426]",EPSG:5181
2021020600100383,2021년 2월 6일 19시,토요일,서울특별시 송파구 거여동,,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,24세,부상신고,자전거,여,23세,경상,"[212472.73483989, 444202.52168025]",EPSG:5181
2021020700100003,2021년 2월 7일 00시,일요일,서울특별시 송파구 잠실동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,23세,부상신고,승용,남,53세,상해없음,"[207524.47793743, 445383.71647876]",EPSG:5181
2021020700100303,2021년 2월 7일 19시,일요일,서울특별시 서초구 잠원동,,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,19세,경상,승용,여,46세,상해없음,"[201469.51643614, 446055.8192961]",EPSG:5181
2021020800100339,2021년 2월 8일 15시,월요일,서울특별시 구로구 온수동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,기타,-,맑음,기타 - 기타,개인형이동수단(PM),여,51세,부상신고,승용,남,60세,상해없음,"[184545.07985415, 443412.92547105]",EPSG:5181
2021021300100241,2021년 2월 13일 18시,토요일,서울특별시 강남구 신사동,,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,19세,상해없음,보행자,여,24세,경상,"[202140.93867239, 446590.59585537]",EPSG:5181
2021021300100358,2021년 2월 13일 22시,토요일,서울특별시 광진구 군자동,,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,22세,상해없음,보행자,남,4세,경상,"[206162.98445696, 450267.42286408]",EPSG:5181
2021021400100048,2021년 2월 14일 11시,일요일,서울특별시 서초구 서초동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,27세,경상,승용,남,41세,상해없음,"[202745.15019596, 443394.54970507]",EPSG:5181
2021021500100163,2021년 2월 15일 13시,월요일,서울특별시 광진구 구의동,,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,49세,상해없음,보행자,여,36세,경상,"[207676.66412409, 448747.86517253]",EPSG:5181
2021021500100192,2021년 2월 15일 14시,월요일,서울특별시 송파구 석촌동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,44세,부상신고,화물,남,44세,상해없음,"[209282.44669191, 444956.88290764]",EPSG:5181
2021021800100480,2021년 2월 18일 21시,목요일,서울특별시 영등포구 대림동,,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,19세,상해없음,보행자,여,31세,부상신고,"[191678.37882273, 443674.89931137]",EPSG:5181
2021021900100205,2021년 2월 19일 12시,금요일,서울특별시 광진구 군자동,,중상사고,0,1,0,0,차량단독 - 전도전복 - 전도,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,26세,중상,,,,,"[206423.81465863, 450883.05409184]",EPSG:5181
2021022100100324,2021년 2월 21일 19시,일요일,서울특별시 강남구 논현동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,기타,단일로 - 지하차도(도로)내,개인형이동수단(PM),여,48세,경상,승용,남,31세,상해없음,"[202859.7507904, 445926.15348009]",EPSG:5181
2021022200100112,2021년 2월 22일 09시,월요일,서울특별시 성동구 성수동2가,,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,19세,상해없음,자전거,남,48세,경상,"[205695.26367432, 449427.60330345]",EPSG:5181
2021022500100238,2021년 2월 25일 15시,목요일,서울특별시 동대문구 제기동,,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,57세,부상신고,승용,남,71세,상해없음,"[203576.99800809, 453645.00473371]",EPSG:5181
2021022500100340,2021년 2월 25일 18시,목요일,서울특별시 동대문구 장안동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,25세,경상,승합,남,55세,상해없음,"[206168.51658876, 452424.30820349]",EPSG:5181
2021030200100095,2021년 3월 2일 09시,화요일,서울특별시 강남구 청담동,,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),여,26세,상해없음,보행자,여,26세,경상,"[204368.83852665, 446774.50472613]",EPSG:5181
2021030300100117,2021년 3월 3일 09시,수요일,서울특별시 광진구 화양동,,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,23세,상해없음,보행자,남,20세,중상,"[206470.53249972, 448870.50322933]",EPSG:5181
2021030500100238,2021년 3월 5일 13시,금요일,서울특별시 송파구 방이동,,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,49세,상해없음,보행자,남,18세,중상,"[209984.0826093, 446396.1862762]",EPSG:5181
2021030800100071,2021년 3월 8일 08시,월요일,서울특별시 광진구 자양동,,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,30세,상해없음,보행자,남,52세,경상,"[205665.8524349, 448562.10399424]",EPSG:5181
2021030800100136,2021년 3월 8일 09시,월요일,서울특별시 송파구 잠실동,,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,30세,부상신고,승용,남,60세,상해없음,"[207197.01569247, 445257.92715063]",EPSG:5181
2021030900100399,2021년 3월 9일 19시,화요일,서울특별시 구로구 가리봉동,,부상신고사고,0,0,0,1,차대차 - 기타,중앙선침범,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,31세,부상신고,승용,남,54세,기타불명,"[190285.64783478, 442205.94690148]",EPSG:5181
2021031000100496,2021년 3월 10일 20시,수요일,서울특별시 중랑구 묵동,,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,44세,경상,화물,남,45세,상해없음,"[206891.07058281, 457071.99969085]",EPSG:5181
2021031100100022,2021년 3월 11일 03시,목요일,서울특별시 송파구 석촌동,,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,28세,중상,,,,,"[209138.77912725, 445448.31647708]",EPSG:5181
2021031100100340,2021년 3월 11일 17시,목요일,서울특별시 강남구 논현동,,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,29세,중상,승용,남,23세,상해없음,"[203675.09835777, 446297.63100869]",EPSG:5181
2021031100100544,2021년 3월 11일 23시,목요일,서울특별시 중구 흥인동,,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,33세,상해없음,보행자,여,54세,중상,"[201423.64215427, 452236.99646211]",EPSG:5181
2021031100100546,2021년 3월 11일 23시,목요일,서울특별시 강남구 논현동,,중상사고,0,1,0,0,차대차 - 측면충돌,기타,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,25세,중상,승합,남,33세,상해없음,"[202481.68015025, 446664.43513281]",EPSG:5181
2021031300100292,2021년 3월 13일 15시,토요일,서울특별시 마포구 서교동,,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,23세,상해없음,보행자,여,32세,경상,"[192928.89386671, 450066.98339038]",EPSG:5181
2021031300100393,2021년 3월 13일 18시,토요일,서울특별시 서초구 잠원동,,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,19세,상해없음,보행자,여,62세,중상,"[200726.33874998, 446411.0102278]",EPSG:5181
2021031300100502,2021년 3월 13일 22시,토요일,서울특별시 마포구 상수동,,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,19세,상해없음,보행자,남,28세,경상,"[193195.59467858, 449954.35824098]",EPSG:5181
2021031400100378,2021년 3월 14일 22시,일요일,서울특별시 마포구 서교동,,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,-,흐림,교차로 - 교차로부근,개인형이동수단(PM),여,32세,경상,이륜,남,53세,상해없음,"[192671.54754631, 450489.77673889]",EPSG:5181
2021031500100360,2021년 3월 15일 17시,월요일,서울특별시 노원구 상계동,,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,31세,경상,승용,여,54세,경상,"[205220.70852138, 461708.94223036]",EPSG:5181
2021031900100352,2021년 3월 19일 16시,금요일,서울특별시 강동구 암사동,,경상사고,0,0,1,0,차대사람 - 기타,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,15세,기타불명,보행자,여,70세,경상,"[211255.81155939, 450118.43986863]",EPSG:5181
2021032000100020,2021년 3월 20일 02시,토요일,서울특별시 강남구 청담동,,경상사고,0,0,1,0,차량단독 - 기타,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,40세,경상,,,,,"[204300.17554683, 446894.1871695]",EPSG:5181
2021032200100007,2021년 3월 22일 02시,월요일,서울특별시 동작구 대방동,,부상신고사고,0,0,0,1,차대차 - 기타,기타,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,33세,부상신고,승용,남,65세,상해없음,"[193659.32944003, 444391.69218941]",EPSG:5181
2021032300100122,2021년 3월 23일 10시,화요일,서울특별시 송파구 마천동,,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,51세,상해없음,보행자,남,43세,중상,"[213492.53656655, 443940.83095662]",EPSG:5181
2021032300100181,2021년 3월 23일 12시,화요일,서울특별시 송파구 석촌동,,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,19세,경상,승용,남,49세,상해없음,"[209001.63675376, 445276.51936043]",EPSG:5181
2021032300100212,2021년 3월 23일 13시,화요일,서울특별시 강남구 대치동,,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,24세,상해없음,이륜,남,26세,경상,"[204886.87428525, 444735.45081213]",EPSG:5181
2021032400100455,2021년 3월 24일 19시,수요일,서울특별시 송파구 방이동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,25세,상해없음,자전거,남,38세,경상,"[209998.01066003, 445846.03968996]",EPSG:5181
2021032400100536,2021년 3월 24일 22시,수요일,서울특별시 강서구 내발산동,,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,28세,기타불명,보행자,여,60세,경상,"[186219.77104186, 450928.63629834]",EPSG:5181
2021032500100227,2021년 3월 25일 13시,목요일,서울특별시 양천구 신월동,,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,22세,상해없음,보행자,남,80세,경상,"[185266.91834961, 448764.75985787]",EPSG:5181
2021032500100578,2021년 3월 25일 22시,목요일,서울특별시 송파구 송파동,,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),여,19세,상해없음,자전거,남,37세,중상,"[210451.60365249, 444638.96455605]",EPSG:5181
2021032600100069,2021년 3월 26일 08시,금요일,서울특별시 서초구 잠원동,,중상사고,0,1,0,1,차대사람 - 차도통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,36세,부상신고,보행자,여,51세,중상,"[201141.134761, 446856.38814476]",EPSG:5181
2021032600100540,2021년 3월 26일 20시,금요일,서울특별시 중랑구 중화동,,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,27세,부상신고,승용,남,72세,상해없음,"[206889.95073431, 455779.47972787]",EPSG:5181
2021032800100416,2021년 3월 28일 22시,일요일,서울특별시 서초구 방배동,,중상사고,0,1,0,1,차대차 - 측면충돌,안전운전불이행,-,비,단일로 - 기타,개인형이동수단(PM),여,16세,중상,승용,남,34세,상해없음,"[199280.48609729, 443076.03081446]",EPSG:5181
2021032900100281,2021년 3월 29일 13시,월요일,서울특별시 노원구 상계동,,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,19세,경상,자전거,남,35세,경상,"[204596.74727171, 462405.89250748]",EPSG:5181
2021032900100344,2021년 3월 29일 15시,월요일,서울특별시 서초구 서초동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,16세,부상신고,승용,여,39세,상해없음,"[201879.99129468, 442983.79529018]",EPSG:5181
2021032900100490,2021년 3월 29일 19시,월요일,서울특별시 강남구 신사동,,경상사고,0,0,1,0,차대사람 - 기타,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,13세,상해없음,보행자,여,40세,경상,"[202336.77905318, 447387.94936319]",EPSG:5181
2021032900100514,2021년 3월 29일 20시,월요일,서울특별시 영등포구 당산동3가,,경상사고,0,0,1,0,차대차 - 기타,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,41세,경상,이륜,남,44세,상해없음,"[190613.05038041, 447425.66743381]",EPSG:5181
2021033000100618,2021년 3월 30일 23시,화요일,서울특별시 서대문구 창천동,,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,20세,기타불명,보행자,여,20세,경상,"[194204.54338214, 450789.04269457]",EPSG:5181
2021033000100620,2021년 3월 30일 23시,화요일,서울특별시 서초구 서초동,,중상사고,0,1,1,0,차대차 - 기타,불법유턴,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,36세,중상,승용,남,37세,상해없음,"[202133.36919685, 445002.93266688]",EPSG:5181
2021040100100020,2021년 4월 1일 02시,목요일,서울특별시 용산구 이촌동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,39세,기타불명,자전거,남,34세,경상,"[196496.11451308, 446896.72434754]",EPSG:5181
2021040100100074,2021년 4월 1일 08시,목요일,서울특별시 영등포구 양평동1가,,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,26세,상해없음,보행자,여,36세,경상,"[189977.92162417, 447028.14174972]",EPSG:5181
2021040100100367,2021년 4월 1일 16시,목요일,서울특별시 서대문구 연희동,,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,19세,상해없음,보행자,여,52세,부상신고,"[193684.84490355, 452951.10788785]",EPSG:5181
2021040100100406,2021년 4월 1일 17시,목요일,서울특별시 광진구 군자동,,경상사고,0,0,2,0,차대사람 - 기타,보행자보호의무위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,28세,상해없음,보행자,여,26세,경상,"[206380.50084467, 450374.62189923]",EPSG:5181
2021040400100205,2021년 4월 4일 15시,일요일,서울특별시 강북구 번동,,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,26세,상해없음,보행자,여,62세,경상,"[202766.18042113, 459937.16490143]",EPSG:5181
2021040500100304,2021년 4월 5일 14시,월요일,서울특별시 강남구 논현동,,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,14세,상해없음,보행자,여,53세,경상,"[202781.36082331, 445993.7636476]",EPSG:5181
2021040500100643,2021년 4월 5일 22시,월요일,서울특별시 강남구 삼성동,,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,20세,상해없음,보행자,남,38세,경상,"[204814.42069977, 445380.32094517]",EPSG:5181
2021040600100191,2021년 4월 6일 12시,화요일,서울특별시 동작구 상도1동,,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,20세,중상,승용,남,68세,상해없음,"[195371.23444605, 444909.98272829]",EPSG:5181
2021040600100286,2021년 4월 6일 15시,화요일,서울특별시 강북구 번동,,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,24세,상해없음,보행자,여,61세,중상,"[203329.48046017, 459547.01208552]",EPSG:5181
2021040800100296,2021년 4월 8일 14시,목요일,서울특별시 도봉구 창동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,19세,부상신고,승용,남,67세,상해없음,"[204177.57762439, 461093.14011192]",EPSG:5181
2021040900100075,2021년 4월 9일 08시,금요일,서울특별시 은평구 갈현동,,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,27세,경상,승용,남,30세,상해없음,"[191980.10247128, 457289.69399985]",EPSG:5181
2021040900100359,2021년 4월 9일 16시,금요일,서울특별시 관악구 봉천동,,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,17세,상해없음,보행자,여,26세,경상,"[194020.17171412, 443129.12419454]",EPSG:5181
2021040900100549,2021년 4월 9일 20시,금요일,서울특별시 강남구 삼성동,,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,35세,상해없음,보행자,남,34세,경상,"[204660.58100699, 445150.4129965]",EPSG:5181
2021040900100550,2021년 4월 9일 20시,금요일,서울특별시 강남구 삼성동,,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,-,기타,교차로 - 교차로부근,개인형이동수단(PM),남,40세,중상,승용,남,50세,상해없음,"[204554.95779402, 445259.89526151]",EPSG:5181
2021040900100612,2021년 4월 9일 22시,금요일,서울특별시 송파구 석촌동,,중상사고,0,1,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,20세,부상신고,이륜,남,48세,중상,"[208571.44576922, 444526.93513838]",EPSG:5181
2021041000100192,2021년 4월 10일 12시,토요일,서울특별시 중랑구 망우동,,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,32세,상해없음,보행자,여,21세,경상,"[208885.32348241, 455671.05711552]",EPSG:5181
2021041300100234,2021년 4월 13일 13시,화요일,서울특별시 강서구 마곡동,,경상사고,0,0,1,0,차대차 - 기타,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,38세,경상,승용,남,31세,상해없음,"[185712.68014674, 451286.07364594]",EPSG:5181
2021041300100395,2021년 4월 13일 17시,화요일,서울특별시 동작구 대방동,,경상사고,0,0,1,0,차대차 - 기타,기타,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,19세,경상,이륜,남,39세,상해없음,"[193076.74805067, 444835.76827581]",EPSG:5181
2021041300100399,2021년 4월 13일 17시,화요일,서울특별시 송파구 가락동,,경상사고,0,0,1,0,차대차 - 기타,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,19세,경상,승용,남,38세,상해없음,"[211108.5503578, 443757.09866901]",EPSG:5181
2021041300100491,2021년 4월 13일 19시,화요일,서울특별시 성북구 동선동4가,,부상신고사고,0,0,0,1,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),기타불명,미분류,기타불명,보행자,여,17세,부상신고,"[201447.55705235, 454886.16141137]",EPSG:5181
